uri,sourcetable,id_value,id_uri,value,src_table
entities/IIdk8ci,TakedaUSCAM,28461201,entities/IIdk8ci/attributes/Identifiers/1OaBY7Z7k,0001AB001170716,TakedaUSCAM
entities/19DwfZ0V,TakedaUSCAM,80863201,entities/19DwfZ0V/attributes/Identifiers/2FqSr4aUV,0001AB001221211,TakedaUSCAM
entities/IIqOwCm,TakedaUSCAM,37932300,entities/IIqOwCm/attributes/Identifiers/uR5ObtUe,0001AB001188884,TakedaUSCAM
entities/dTSn9i3,TakedaUSCAM,84066204,entities/dTSn9i3/attributes/Identifiers/1u909CorP,0001AB000166060,TakedaUSCAM
entities/EtqIAU5,TakedaUSCAM,95203203,entities/EtqIAU5/attributes/Identifiers/iY4drJVh,0001AB000216104,TakedaUSCAM
entities/NNgYtyW,TakedaUSCAM,32536551,entities/NNgYtyW/attributes/Identifiers/1ObcyWyNo,0001AB001173540,TakedaUSCAM
entities/19srXUqU,TakedaUSCAM,79072179,entities/19srXUqU/attributes/Identifiers/3PGsXkG3m,0001AB001131532,TakedaUSCAM
entities/1Bn4fshD,TakedaUSCAM,38014402,entities/1Bn4fshD/attributes/Identifiers/2qqoSGez1,0001AB001190585,TakedaUSCAM
entities/P3CFJAH,TakedaUSCAM,68845156,entities/P3CFJAH/attributes/Identifiers/zJvEHP4T,0001AB000142547,TakedaUSCAM
entities/IIf4Uls,TakedaUSCAM,98104421,entities/IIf4Uls/attributes/Identifiers/uQWuiCvY,0001AB000371907,TakedaUSCAM
entities/dTSn9i3,TakedaUSCAM,84066200,entities/dTSn9i3/attributes/Identifiers/1u909H57P,0001AB000014679,TakedaUSCAM
entities/Y2DbNys,TakedaUSCAM,21701553,entities/Y2DbNys/attributes/Identifiers/144DYufq6,0001AB000483950,TakedaUSCAM
entities/1BnTskA3,TakedaUSCAM,94010200,entities/1BnTskA3/attributes/Identifiers/2qs5gK6xb,0001AB001147556,TakedaUSCAM
entities/19Defp47,TakedaUSCAM,77833202,entities/19Defp47/attributes/Identifiers/2FpanUWW3,0001AB000159944,TakedaUSCAM
entities/dT70r39,TakedaUSCAM,51245201,entities/dT70r39/attributes/Identifiers/1u7vZkER5,0001AB000013262,TakedaUSCAM
entities/2aOjDWY,TakedaUSCAM,30033153,entities/2aOjDWY/attributes/Identifiers/8OUlAdMZ,0001AB000005129,TakedaUSCAM
entities/Y23AyGI,TakedaUSCAM,08002551,entities/Y23AyGI/attributes/Identifiers/143i75Gsc,0001AB001185426,TakedaUSCAM
entities/19tBtOHW,TakedaUSCAM,87107554,entities/19tBtOHW/attributes/Identifiers/2pv6SUDEE,0001AB001228814,TakedaUSCAM
entities/IJ1zk36,TakedaUSCAM,85027182,entities/IJ1zk36/attributes/Identifiers/uRf6M7ge,0001AB001201661,TakedaUSCAM
entities/IJ1zk36,TakedaUSCAM,85027182,entities/IJ1zk36/attributes/Identifiers/uRf6M7ge,0001AB001201661,TakedaUSCAM
entities/1BzrgFVJ,TakedaUSCAM,92252200,entities/1BzrgFVJ/attributes/Identifiers/2z2UuAFJh,0001AB000015578,TakedaUSCAM
entities/1Bn5F0h5,TakedaUSCAM,61764163,entities/1Bn5F0h5/attributes/Identifiers/2qqqGREtr,0001AB001131073,TakedaUSCAM
entities/IIT7cki,TakedaUSCAM,59101216,entities/IIT7cki/attributes/Identifiers/3PF6nOc4g,0001AB000011253,TakedaUSCAM
entities/PxAhAuM,TakedaUSCAM,48104550,entities/PxAhAuM/attributes/Identifiers/1Bhw0UwX0,0001AB000258434,TakedaUSCAM
entities/EtFCpmb,TakedaUSCAM,76502204,entities/EtFCpmb/attributes/Identifiers/L2Ozp1bR,0001AB000476974,TakedaUSCAM
entities/EtGqAIz,TakedaUSCAM,60201185,entities/EtGqAIz/attributes/Identifiers/iWJkhwe1,0001AB000283396,TakedaUSCAM
entities/P3K5GqX,TakedaUSCAM,66968200,entities/P3K5GqX/attributes/Identifiers/zKIzKc3l,0001AB000121979,TakedaUSCAM
entities/NNS4bSO,TakedaUSCAM,64086402,entities/NNS4bSO/attributes/Identifiers/1OavGAPvo,0001AB001153996,TakedaUSCAM
entities/IJ1vCk4,TakedaUSCAM,63131196,entities/IJ1vCk4/attributes/Identifiers/uRevdhGS,0001AB001187950,TakedaUSCAM
entities/1BnTTvUt,TakedaUSCAM,47025185,entities/1BnTTvUt/attributes/Identifiers/2qs4S16lr,0001AB001224728,TakedaUSCAM
entities/1BnTtMWN,TakedaUSCAM,33317200,entities/1BnTtMWN/attributes/Identifiers/2qs5iMwlj,0001AB000006800,TakedaUSCAM
entities/19DGwjfn,TakedaUSCAM,53555550,entities/19DGwjfn/attributes/Identifiers/2FoOPvXaV,0001AB000269295,TakedaUSCAM
entities/19DGwjfn,TakedaUSCAM,53555550,entities/19DGwjfn/attributes/Identifiers/2FoOPvXaV,0001AB000269295,TakedaUSCAM
entities/IIdZYEy,TakedaUSCAM,46173201,entities/IIdZYEy/attributes/Identifiers/uQSEYn8y,0001AB000141577,TakedaUSCAM
entities/19DwfZ0V,TakedaUSCAM,80863200,entities/19DwfZ0V/attributes/Identifiers/2FqSr5H75,0001AB000014449,TakedaUSCAM
entities/EtOayJt,TakedaUSCAM,54984200,entities/EtOayJt/attributes/Identifiers/2FqWIPAfr,0001AB000010718,TakedaUSCAM
entities/14kUK11E,TakedaUSCAM,44304206,entities/14kUK11E/attributes/Identifiers/1WQdoNEOH,0001AB000009162,TakedaUSCAM
entities/Y29UPNi,TakedaUSCAM,94040208,entities/Y29UPNi/attributes/Identifiers/1441V1MG2,0001AB000363616,TakedaUSCAM
entities/19tP72oQ,TakedaUSCAM,28304696,entities/19tP72oQ/attributes/Identifiers/2pvkf7x4w,0001AB001201376,TakedaUSCAM
entities/SaQjGKb,TakedaUSCAM,33186603,entities/SaQjGKb/attributes/Identifiers/1a6t6DvhF,0001AB001131580,TakedaUSCAM
entities/bzgXVDj,TakedaUSCAM,61265197,entities/bzgXVDj/attributes/Identifiers/1w8w9y6ER,0001AB000285678,TakedaUSCAM
entities/SabUiI9,TakedaUSCAM,79512200,entities/SabUiI9/attributes/Identifiers/1a7PXcytp,0001AB000008430,TakedaUSCAM
entities/dSuUAPX,TakedaUSCAM,55430159,entities/dSuUAPX/attributes/Identifiers/1u7GknXR1,0001AB000010838,TakedaUSCAM
entities/EtDJ4aX,TakedaUSCAM,49444205,entities/EtDJ4aX/attributes/Identifiers/3PH7RpJkY,0001AB001182349,TakedaUSCAM
entities/Y1W7fHO,TakedaUSCAM,01810182,entities/Y1W7fHO/attributes/Identifiers/2qrSWJtcl,0001AB001173567,TakedaUSCAM
entities/PxkbqR4,TakedaUSCAM,90640201,entities/PxkbqR4/attributes/Identifiers/1Bjh96y9O,0001AB000351118,TakedaUSCAM
entities/K4JqLl8,TakedaUSCAM,66061200,entities/K4JqLl8/attributes/Identifiers/BVmqtX,0001AB000012202,TakedaUSCAM
entities/1BzSopqz,TakedaUSCAM,92123200,entities/1BzSopqz/attributes/Identifiers/34srNfimN,0001AB000015540,TakedaUSCAM
entities/PxXy4ms,TakedaUSCAM,43402175,entities/PxXy4ms/attributes/Identifiers/iYDUMS9J,0001AB000159797,TakedaUSCAM
entities/19tOvyas,TakedaUSCAM,94070423,entities/19tOvyas/attributes/Identifiers/2pvk9HvEc,0001AB000387843,TakedaUSCAM
entities/1PcOGOrv,TakedaUSCAM,80601201,entities/1PcOGOrv/attributes/Identifiers/34sWEyNZP,0001AB000165846,TakedaUSCAM
entities/1Pbw1j03,TakedaUSCAM,10466203,entities/1Pbw1j03/attributes/Identifiers/uR4rjnFo,0001AB001125980,TakedaUSCAM
entities/1Kvu5DYc,TakedaUSCAM,73013167,entities/1Kvu5DYc/attributes/Identifiers/2PtmR6fyz,0001AB000181193,TakedaUSCAM
entities/IJAcvU8,TakedaUSCAM,68510201,entities/IJAcvU8/attributes/Identifiers/uS5MbJFw,0001AB000012494,TakedaUSCAM
entities/1icGRY8U,TakedaUSCAM,32806224,entities/1icGRY8U/attributes/Identifiers/3dT9fP,0001AB000005825,TakedaUSCAM
entities/1BndFzHz,TakedaUSCAM,40229413,entities/1BndFzHz/attributes/Identifiers/2qsXfPHOh,0001AB000863920,TakedaUSCAM
entities/1BndFzHz,TakedaUSCAM,40229413,entities/1BndFzHz/attributes/Identifiers/2qsXfPHOh,0001AB000863920,TakedaUSCAM
entities/1LLnuZha,TakedaUSCAM,78229493,entities/1LLnuZha/attributes/Identifiers/3PGD3BGdW,0001AB001184037,TakedaUSCAM
entities/1LLz8ckU,TakedaUSCAM,91730200,entities/1LLz8ckU/attributes/Identifiers/3PGlPNzsA,0001AB000354654,TakedaUSCAM
entities/NMhyuwu,TakedaUSCAM,78229228,entities/NMhyuwu/attributes/Identifiers/1a7PZ7Rav,0001AB000013961,TakedaUSCAM
entities/EtzlsGH,TakedaUSCAM,33607649,entities/EtzlsGH/attributes/Identifiers/iYXJonzt,0001AB000182690,TakedaUSCAM
entities/1LLxNjNi,TakedaUSCAM,38555418,entities/1LLxNjNi/attributes/Identifiers/3PGg3w0vS,0001AB000096427,TakedaUSCAM
entities/1C09KxCj,TakedaUSCAM,56001427,entities/1C09KxCj/attributes/Identifiers/2z2wYpG3l,0001AB000939492,TakedaUSCAM
entities/c0VXJot,TakedaUSCAM,01089554,entities/c0VXJot/attributes/Identifiers/1wBSY9Y1f,0001AB000455153,TakedaUSCAM
entities/SabdNKf,TakedaUSCAM,08755648,entities/SabdNKf/attributes/Identifiers/1a7PrcSqj,0001AB000482415,TakedaUSCAM
entities/Y1W1gSw,TakedaUSCAM,46360603,entities/Y1W1gSw/attributes/Identifiers/1423JbXt4,0001AB001130987,TakedaUSCAM
entities/Y1W1gSw,TakedaUSCAM,46360603,entities/Y1W1gSw/attributes/Identifiers/1423JbXt4,0001AB001130987,TakedaUSCAM
entities/19sb3nd8,TakedaUSCAM,37660614,entities/19sb3nd8/attributes/Identifiers/34rwDrRK3,0001AB000882512,TakedaUSCAM
entities/19sb3nd8,TakedaUSCAM,37660614,entities/19sb3nd8/attributes/Identifiers/34rwDrRK3,0001AB000882512,TakedaUSCAM
entities/1BndN8Yp,TakedaUSCAM,07407550,entities/1BndN8Yp/attributes/Identifiers/2qsXt7nfT,0001AB001203041,TakedaUSCAM
entities/P3Jq99l,TakedaUSCAM,05819200,entities/P3Jq99l/attributes/Identifiers/zKI7jaXR,0001AB000001935,TakedaUSCAM
entities/c0Cj7P5,TakedaUSCAM,60068191,entities/c0Cj7P5/attributes/Identifiers/uRbQQ9ya,0001AB000882477,TakedaUSCAM
entities/Sahs8cX,TakedaUSCAM,84536151,entities/Sahs8cX/attributes/Identifiers/1a7jTUCaD,0001AB001133518,TakedaUSCAM
entities/IJ1ih16,TakedaUSCAM,91791151,entities/IJ1ih16/attributes/Identifiers/uReKnlIm,0001AB000015480,TakedaUSCAM
entities/1BnBnmI3,TakedaUSCAM,75601208,entities/1BnBnmI3/attributes/Identifiers/34sDdk0lj,0001AB001099324,TakedaUSCAM
entities/19DnDADD,TakedaUSCAM,33716433,entities/19DnDADD/attributes/Identifiers/2Fq071DbH,0001AB000877350,TakedaUSCAM
entities/Y23ZVsQ,TakedaUSCAM,78249551,entities/Y23ZVsQ/attributes/Identifiers/143jS7DTW,0001AB000006985,TakedaUSCAM
entities/dT7C3nD,TakedaUSCAM,97701151,entities/dT7C3nD/attributes/Identifiers/2qsPUegeF,0001AB000016495,TakedaUSCAM
entities/Y1fq9R4,TakedaUSCAM,49525170,entities/Y1fq9R4/attributes/Identifiers/142XSxnzm,0001AB000477324,TakedaUSCAM
entities/SZxnYJB,TakedaUSCAM,85365200,entities/SZxnYJB/attributes/Identifiers/1a5Rxl6Jh,0001AB001176066,TakedaUSCAM
entities/Y1NSDBq,TakedaUSCAM,84056201,entities/Y1NSDBq/attributes/Identifiers/2puAKJtyg,0001AB000337020,TakedaUSCAM
entities/P2hSArZ,TakedaUSCAM,38017206,entities/P2hSArZ/attributes/Identifiers/2puN42zNW,0001AB001219291,TakedaUSCAM
entities/bzgZ5Ff,TakedaUSCAM,20310200,entities/bzgZ5Ff/attributes/Identifiers/1w8wCK2wJ,0001AB000003782,TakedaUSCAM
entities/P3QVNOz,TakedaUSCAM,95337169,entities/P3QVNOz/attributes/Identifiers/zKcavVY1,0001AB001177299,TakedaUSCAM
entities/19DCOKRf,TakedaUSCAM,95926210,entities/19DCOKRf/attributes/Identifiers/2FoAQu85j,0001AB000367017,TakedaUSCAM
entities/c0CjbEt,TakedaUSCAM,60433155,entities/c0CjbEt/attributes/Identifiers/2pw0nyt5q,0001AB001133212,TakedaUSCAM
entities/Sa1crW1,TakedaUSCAM,70526201,entities/Sa1crW1/attributes/Identifiers/2pvLHWY34,0001AB000176212,TakedaUSCAM
entities/1LLVj9BK,TakedaUSCAM,46218171,entities/1LLVj9BK/attributes/Identifiers/1BjlMO2lC,0001AB001133723,TakedaUSCAM
entities/IJLL97Y,TakedaUSCAM,95903200,entities/IJLL97Y/attributes/Identifiers/uSbSY8My,0001AB000366220,TakedaUSCAM
entities/EtwBcTx,TakedaUSCAM,41017192,entities/EtwBcTx/attributes/Identifiers/iYMWHBtB,0001AB000008792,TakedaUSCAM
entities/1C044LMf,TakedaUSCAM,76365550,entities/1C044LMf/attributes/Identifiers/2z2gbgxmb,0001AB000013559,TakedaUSCAM
entities/1BzSopqz,TakedaUSCAM,92123220,entities/1BzSopqz/attributes/Identifiers/34srNZoEB,0001AB000882213,TakedaUSCAM
entities/Pwv6kWU,TakedaUSCAM,37857200,entities/Pwv6kWU/attributes/Identifiers/iYWYE6hF,0001AB000008323,TakedaUSCAM
entities/SabURF7,TakedaUSCAM,62960200,entities/SabURF7/attributes/Identifiers/1a7PWzJav,0001AB000162919,TakedaUSCAM
entities/1LLxBhUY,TakedaUSCAM,64111200,entities/1LLxBhUY/attributes/Identifiers/143mYFvyk,0001AB000012047,TakedaUSCAM
entities/1LM7QZ9m,TakedaUSCAM,44333188,entities/1LM7QZ9m/attributes/Identifiers/3PHA9WKfy,0001AB000234703,TakedaUSCAM
entities/1BndEkZL,TakedaUSCAM,13212553,entities/1BndEkZL/attributes/Identifiers/2qsXddHpn,0001AB000113135,TakedaUSCAM
entities/dTkRech,TakedaUSCAM,10026164,entities/dTkRech/attributes/Identifiers/1u9rxoolz,0001AB000027761,TakedaUSCAM
entities/dTevMzn,TakedaUSCAM,53095500,entities/dTevMzn/attributes/Identifiers/1u9auEihz,0001AB001163543,TakedaUSCAM
entities/dSuYylb,TakedaUSCAM,94598202,entities/dSuYylb/attributes/Identifiers/2FpzWOTz9,0001AB000368691,TakedaUSCAM
entities/1PcNnFgV,TakedaUSCAM,35553155,entities/1PcNnFgV/attributes/Identifiers/34sUlNRXD,0001AB001133034,TakedaUSCAM
entities/1BnmfhrD,TakedaUSCAM,77591173,entities/1BnmfhrD/attributes/Identifiers/2qt01X3Ad,0001AB001133291,TakedaUSCAM
entities/1BngMTWZ,TakedaUSCAM,64804194,entities/1BngMTWZ/attributes/Identifiers/2qsh8VWPn,0001AB000291766,TakedaUSCAM
entities/1PcNskf9,TakedaUSCAM,30092425,entities/1PcNskf9/attributes/Identifiers/34sV4xYit,0001AB001201153,TakedaUSCAM
entities/1Bnca7ap,TakedaUSCAM,08244194,entities/1Bnca7ap/attributes/Identifiers/2qsVcl5aJ,0001AB001145246,TakedaUSCAM
entities/c0MOIyN,TakedaUSCAM,27870201,entities/c0MOIyN/attributes/Identifiers/2qs5ioaBT,0001AB001170728,TakedaUSCAM
entities/19DnALSd,TakedaUSCAM,73055550,entities/19DnALSd/attributes/Identifiers/2Fq009gPr,0001AB000308200,TakedaUSCAM
entities/dTElSHH,TakedaUSCAM,41017176,entities/dTElSHH/attributes/Identifiers/1u8J6olWx,0001AB000132160,TakedaUSCAM
entities/1PcOHm75,TakedaUSCAM,89128203,entities/1PcOHm75/attributes/Identifiers/34sWHjDCh,0001AB000194739,TakedaUSCAM
entities/SakNupJ,TakedaUSCAM,95124608,entities/SakNupJ/attributes/Identifiers/1a7qu2N7t,0001AB000368907,TakedaUSCAM
entities/EtwCNMn,TakedaUSCAM,12550636,entities/EtwCNMn/attributes/Identifiers/iYMX87nt,0001AB001133431,TakedaUSCAM
entities/P35jI3d,TakedaUSCAM,08861606,entities/P35jI3d/attributes/Identifiers/zJbU2MTZ,0001AB001131804,TakedaUSCAM
entities/1PcOHhqp,TakedaUSCAM,75092206,entities/1PcOHhqp/attributes/Identifiers/34sWHbRZX,0001AB000310852,TakedaUSCAM
entities/1icGRY8U,TakedaUSCAM,32806219,entities/1icGRY8U/attributes/Identifiers/3dRzD1,0001AB001098999,TakedaUSCAM
entities/SaapXDZ,TakedaUSCAM,21117552,entities/SaapXDZ/attributes/Identifiers/1a7NPjLhl,0001AB001180380,TakedaUSCAM
entities/1LLKYoIM,TakedaUSCAM,25701609,entities/1LLKYoIM/attributes/Identifiers/3PEj6mjIw,0001AB001133618,TakedaUSCAM
entities/1LLFgbXu,TakedaUSCAM,94301185,entities/1LLFgbXu/attributes/Identifiers/3PEUHZwcs,0001AB001184038,TakedaUSCAM
entities/1Bzu7tyb,TakedaUSCAM,24501619,entities/1Bzu7tyb/attributes/Identifiers/2z2ClGSw5,0001AB001133001,TakedaUSCAM
entities/SabMwez,TakedaUSCAM,15090602,entities/SabMwez/attributes/Identifiers/1a7PAvLXh,0001AB001040251,TakedaUSCAM
entities/1C045Em1,TakedaUSCAM,28203202,entities/1C045Em1/attributes/Identifiers/2z2gcz7XV,0001AB000080368,TakedaUSCAM
entities/1Pbw2LMN,TakedaUSCAM,93291651,entities/1Pbw2LMN/attributes/Identifiers/34r6l9C0N,0001AB001132262,TakedaUSCAM
entities/Pwv7dvq,TakedaUSCAM,96813211,entities/Pwv7dvq/attributes/Identifiers/2z2l8ZOIj,0001AB001099707,TakedaUSCAM
entities/19DaEdN5,TakedaUSCAM,54166200,entities/19DaEdN5/attributes/Identifiers/1a7dYpTfh,0001AB001171185,TakedaUSCAM
entities/Et4sKcD,TakedaUSCAM,63670201,entities/Et4sKcD/attributes/Identifiers/3PG1SOrow,0001AB000012000,TakedaUSCAM
entities/PwyALkE,TakedaUSCAM,68803165,entities/PwyALkE/attributes/Identifiers/1a5HyATWn,0001AB000012524,TakedaUSCAM
entities/pwCkKnc,TakedaUSCAM,87401209,entities/pwCkKnc/attributes/Identifiers/cNyIMjt2,0001AB001100390,TakedaUSCAM
entities/c0IIuP9,TakedaUSCAM,10532154,entities/c0IIuP9/attributes/Identifiers/1BjYS8UZ4,0001AB000002542,TakedaUSCAM
entities/Et8on5t,TakedaUSCAM,32401201,entities/Et8on5t/attributes/Identifiers/1a5Mypp25,0001AB000001488,TakedaUSCAM
entities/1BmpjjyZ,TakedaUSCAM,92590201,entities/1BmpjjyZ/attributes/Identifiers/2qq5eMbVX,0001AB000358095,TakedaUSCAM
entities/SabVC7x,TakedaUSCAM,55902201,entities/SabVC7x/attributes/Identifiers/1a7PYguNJ,0001AB000010898,TakedaUSCAM
entities/c0bDmFz,TakedaUSCAM,27893195,entities/c0bDmFz/attributes/Identifiers/1wBk2rMwh,0001AB001170725,TakedaUSCAM
entities/c0bE3J1,TakedaUSCAM,37745160,entities/c0bE3J1/attributes/Identifiers/1wBk3ColD,0001AB001084672,TakedaUSCAM
entities/c0bE3J1,TakedaUSCAM,37745160,entities/c0bE3J1/attributes/Identifiers/1wBk3ColD,0001AB001084672,TakedaUSCAM
entities/1Bn4nJ15,TakedaUSCAM,14534150,entities/1Bn4nJ15/attributes/Identifiers/2qqonksg3,0001AB000006718,TakedaUSCAM
entities/dTeCLEl,TakedaUSCAM,31901211,entities/dTeCLEl/attributes/Identifiers/1u9YkNGqd,0001AB000904178,TakedaUSCAM
entities/Y23a8Ek,TakedaUSCAM,30082551,entities/Y23a8Ek/attributes/Identifiers/143jTAjNS,0001AB000119020,TakedaUSCAM
entities/1PcOGfux,TakedaUSCAM,52175202,entities/1PcOGfux/attributes/Identifiers/34sWFiETX,0001AB001099671,TakedaUSCAM
entities/Px1fRrC,TakedaUSCAM,78503150,entities/Px1fRrC/attributes/Identifiers/2pvp2Co2I,0001AB000327361,TakedaUSCAM
entities/1PcTymeF,TakedaUSCAM,01040163,entities/1PcTymeF/attributes/Identifiers/34snqDWZz,0001AB000454767,TakedaUSCAM
entities/SZxoVyn,TakedaUSCAM,77065185,entities/SZxoVyn/attributes/Identifiers/1a5Rymcc9,0001AB000013701,TakedaUSCAM
entities/1Pbw1j03,TakedaUSCAM,10466200,entities/1Pbw1j03/attributes/Identifiers/uR4riLkO,0001AB000075653,TakedaUSCAM
entities/Pwv8k7y,TakedaUSCAM,51041200,entities/Pwv8k7y/attributes/Identifiers/34rsbfpwF,0001AB000010328,TakedaUSCAM
entities/Y23PXr0,TakedaUSCAM,35211161,entities/Y23PXr0/attributes/Identifiers/143iwT9G6,0001AB000145847,TakedaUSCAM
entities/1Bncafgt,TakedaUSCAM,97045176,entities/1Bncafgt/attributes/Identifiers/2qsVdTDvz,0001AB000183805,TakedaUSCAM
entities/8sHUzKn,TakedaUSCAM,94928418,entities/8sHUzKn/attributes/Identifiers/cO3A7vBY,0001AB001139883,TakedaUSCAM
entities/c0VXSLP,TakedaUSCAM,97008406,entities/c0VXSLP/attributes/Identifiers/1wBSYdS5v,0001AB000376695,TakedaUSCAM
entities/NNcjBC8,TakedaUSCAM,54449157,entities/NNcjBC8/attributes/Identifiers/1ObRbXpvo,0001AB000143583,TakedaUSCAM
entities/SaaomKj,TakedaUSCAM,13642550,entities/SaaomKj/attributes/Identifiers/1a7NOdlw5,0001AB000078159,TakedaUSCAM
entities/NNWRK6e,TakedaUSCAM,00969154,entities/NNWRK6e/attributes/Identifiers/1Ob8cNaxo,0001AB000455910,TakedaUSCAM
entities/Y1NUp9e,TakedaUSCAM,13790206,entities/Y1NUp9e/attributes/Identifiers/3PGc4zXrO,0001AB000003040,TakedaUSCAM
entities/IIl6x7Y,TakedaUSCAM,91343161,entities/IIl6x7Y/attributes/Identifiers/uQpX8c9A,0001AB000969430,TakedaUSCAM
entities/19DaEdN5,TakedaUSCAM,54166203,entities/19DaEdN5/attributes/Identifiers/1a7dYtbPB,0001AB001193297,TakedaUSCAM
entities/PwyADDi,TakedaUSCAM,99204201,entities/PwyADDi/attributes/Identifiers/142Nv0Wgc,0001AB000016769,TakedaUSCAM
entities/1LLBhbMg,TakedaUSCAM,98826201,entities/1LLBhbMg/attributes/Identifiers/1u7SZYTcV,0001AB000016731,TakedaUSCAM
entities/Et8rodF,TakedaUSCAM,85054200,entities/Et8rodF/attributes/Identifiers/1a66wZyRp,0001AB000014813,TakedaUSCAM
entities/19DV5W79,TakedaUSCAM,21201170,entities/19DV5W79/attributes/Identifiers/2Fp6PtV9X,0001AB000003914,TakedaUSCAM
entities/NMhyA44,TakedaUSCAM,63110203,entities/NMhyA44/attributes/Identifiers/1u8FOMXmJ,0001AB000011905,TakedaUSCAM
entities/Saba90X,TakedaUSCAM,33710151,entities/Saba90X/attributes/Identifiers/1a7PmtCBp,0001AB000007569,TakedaUSCAM
entities/14kUK11E,TakedaUSCAM,44304207,entities/14kUK11E/attributes/Identifiers/1WQdoT0Px,0001AB001177368,TakedaUSCAM
entities/P3Jq99l,TakedaUSCAM,05819202,entities/P3Jq99l/attributes/Identifiers/zKI7gUjp,0001AB000001937,TakedaUSCAM
entities/P3JqQCn,TakedaUSCAM,28105204,entities/P3JqQCn/attributes/Identifiers/zKI8HLI9,0001AB000004670,TakedaUSCAM
entities/pvmR4Q0,TakedaUSCAM,44106214,entities/pvmR4Q0/attributes/Identifiers/1pHVhS6A,0001AB001100016,TakedaUSCAM
entities/19tExKoY,TakedaUSCAM,92220168,entities/19tExKoY/attributes/Identifiers/2pvFruQRK,0001AB001130242,TakedaUSCAM
entities/IJA5rM0,TakedaUSCAM,20748409,entities/IJA5rM0/attributes/Identifiers/uS3j2lNI,0001AB000090819,TakedaUSCAM
entities/19DaEdN5,TakedaUSCAM,54166202,entities/19DaEdN5/attributes/Identifiers/1a7dYpoyz,0001AB000246573,TakedaUSCAM
entities/PwyA8xS,TakedaUSCAM,63110178,entities/PwyA8xS/attributes/Identifiers/iXyDeVCD,0001AB000197159,TakedaUSCAM
entities/1BnitplH,TakedaUSCAM,34986172,entities/1BnitplH/attributes/Identifiers/2qsp0bx27,0001AB001181669,TakedaUSCAM
entities/P30Gr7B,TakedaUSCAM,43215210,entities/P30Gr7B/attributes/Identifiers/zJJx3kW1,0001AB001171122,TakedaUSCAM
entities/1BnBnmI3,TakedaUSCAM,75601206,entities/1BnBnmI3/attributes/Identifiers/34sDdiZGJ,0001AB000013381,TakedaUSCAM
entities/SabVC7x,TakedaUSCAM,55902203,entities/SabVC7x/attributes/Identifiers/1a7PYeMfl,0001AB000010898,TakedaUSCAM
entities/PxrCKaU,TakedaUSCAM,15301187,entities/PxrCKaU/attributes/Identifiers/1Bk1CTFna,0001AB000063797,TakedaUSCAM
entities/PxrCKaU,TakedaUSCAM,15301187,entities/PxrCKaU/attributes/Identifiers/1Bk1CTFna,0001AB000063797,TakedaUSCAM
entities/PxrD9ja,TakedaUSCAM,52327151,entities/PxrD9ja/attributes/Identifiers/1Bk1DPH7O,0001AB000268517,TakedaUSCAM
entities/P3JpnqT,TakedaUSCAM,34266202,entities/P3JpnqT/attributes/Identifiers/zKI74Tj7,0001AB000484142,TakedaUSCAM
entities/c0WM3LL,TakedaUSCAM,54701623,entities/c0WM3LL/attributes/Identifiers/1wBV8rSvH,0001AB001131215,TakedaUSCAM
entities/IIa6NTE,TakedaUSCAM,95240201,entities/IIa6NTE/attributes/Identifiers/2FqFnSH0F,0001AB000016084,TakedaUSCAM
entities/SZt1jwj,TakedaUSCAM,21078200,entities/SZt1jwj/attributes/Identifiers/34rsfNeYx,0001AB000003886,TakedaUSCAM
entities/1BndEgJ5,TakedaUSCAM,70448551,entities/1BndEgJ5/attributes/Identifiers/2qsXdVnFf,0001AB000303626,TakedaUSCAM
entities/SabUMyr,TakedaUSCAM,61455204,entities/SabUMyr/attributes/Identifiers/1a7PWpYMH,0001AB001183559,TakedaUSCAM
entities/P2Xac5p,TakedaUSCAM,29401203,entities/P2Xac5p/attributes/Identifiers/2FogmNfQh,0001AB000001098,TakedaUSCAM
entities/c0Z6KsZ,TakedaUSCAM,54174150,entities/c0Z6KsZ/attributes/Identifiers/1wBdYj85P,0001AB000269318,TakedaUSCAM
entities/EtwAeoL,TakedaUSCAM,22903417,entities/EtwAeoL/attributes/Identifiers/iYMVEE5J,0001AB001193706,TakedaUSCAM
entities/Y1NOm4w,TakedaUSCAM,35501182,entities/Y1NOm4w/attributes/Identifiers/141ckLROE,0001AB001141487,TakedaUSCAM
entities/1Bnmcka7,TakedaUSCAM,97301625,entities/1Bnmcka7/attributes/Identifiers/2qsztWugB,0001AB001194831,TakedaUSCAM
entities/pvmR4Q0,TakedaUSCAM,44106204,entities/pvmR4Q0/attributes/Identifiers/1pHeyVcs,0001AB001045008,TakedaUSCAM
entities/19DCO3Od,TakedaUSCAM,38133161,entities/19DCO3Od/attributes/Identifiers/uREjgYVs,0001AB000008427,TakedaUSCAM
entities/19tOthwM,TakedaUSCAM,28144550,entities/19tOthwM/attributes/Identifiers/2pvk39PoE,0001AB000120113,TakedaUSCAM
entities/dTetmxr,TakedaUSCAM,54409204,entities/dTetmxr/attributes/Identifiers/1u9asFOH1,0001AB000010644,TakedaUSCAM
entities/19D7KiAN,TakedaUSCAM,27834207,entities/19D7KiAN/attributes/Identifiers/2pv8bHWpK,0001AB000004613,TakedaUSCAM
entities/1PcNtzNn,TakedaUSCAM,98229550,entities/1PcNtzNn/attributes/Identifiers/34sV6me5P,0001AB000232059,TakedaUSCAM
